"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @costa_rui: A dedicação dessa turma faz a diferença na educação das crianças.  #LicínioDeAlmeida https://t.co/2aTjQIbzQV",FALSE,0,NA,2017-02-05 10:34:22,FALSE,NA,"828190020628541440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","albertosalesadv",5,TRUE,FALSE,NA,NA
"RT @Rosembergnaweb: Articulados com gov. @costa_rui  a perfuração de poços artesianos, junto com o prefeito de Itororó, p/  minimizar falta…",FALSE,0,NA,2017-02-05 10:30:42,FALSE,NA,"828189098779242496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","costa_rui",3,TRUE,FALSE,NA,NA
"Articulados com gov. @costa_rui  a perfuração de poços artesianos, junto com o prefeito de Itororó, p/  minimizar f… https://t.co/9uH9m0tJq7",FALSE,26,NA,2017-02-05 09:57:33,TRUE,NA,"828180756841234432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rosembergnaweb",3,FALSE,FALSE,NA,NA
"Com a presença do prefeito e do vice, trabalho do legislativo é aberto em Retirolândia https://t.co/0S9prLP9kU via @costa_rui",FALSE,0,NA,2017-02-05 04:12:43,FALSE,NA,"828093976452403202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","valdemideassis",0,FALSE,FALSE,NA,NA
"RT @nossapolitica_: O Metrô de Salvador - é bom repetir - só andou graças a @jaqueswagner e @costa_rui. Antes só houve desvio, pão e circo…",FALSE,0,NA,2017-02-05 03:49:35,FALSE,NA,"828088151520468992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","edithesteticist",7,TRUE,FALSE,NA,NA
"RT @costa_rui: Escola Pingo de Gente, em Licínio de Almeida, tem a melhor classificação no Índice de Desenvolvimento da Educação Básica (Id…",FALSE,0,NA,2017-02-05 03:02:58,FALSE,NA,"828076421755129857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mara30010662",4,TRUE,FALSE,NA,NA
"RT @nossapolitica_: O Metrô de Salvador - é bom repetir - só andou graças a @jaqueswagner e @costa_rui. Antes só houve desvio, pão e circo…",FALSE,0,NA,2017-02-05 02:59:08,FALSE,NA,"828075457203564545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmVigilia",7,TRUE,FALSE,NA,NA
"RT @nossapolitica_: O Metrô de Salvador - é bom repetir - só andou graças a @jaqueswagner e @costa_rui. Antes só houve desvio, pão e circo…",FALSE,0,NA,2017-02-05 02:56:04,FALSE,NA,"828074685376106496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ktrem10",7,TRUE,FALSE,NA,NA
"RT @nossapolitica_: O Metrô de Salvador - é bom repetir - só andou graças a @jaqueswagner e @costa_rui. Antes só houve desvio, pão e circo…",FALSE,0,NA,2017-02-05 02:52:10,FALSE,NA,"828073703791529984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maluz_br",7,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-05 01:56:05,FALSE,NA,"828059589170049025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catiasimon",64,TRUE,FALSE,NA,NA
"É esse o meu governador @costa_rui https://t.co/ZKfWVhTmsS",FALSE,1,NA,2017-02-05 01:44:32,FALSE,NA,"828056684128043008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lennomusico",0,FALSE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-05 01:33:38,FALSE,NA,"828053938209488896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carlatoscan",64,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-05 01:22:53,FALSE,NA,"828051235479678979",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","juliocesaramor",64,TRUE,FALSE,NA,NA
"@Estadao Sete cidades entres as 25 mais violentas do país, como @costa_rui @governodabahia  explicam isso?",FALSE,0,"Estadao",2017-02-05 01:21:33,FALSE,"828037931726151680","828050898295390209","9317502","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nettocaires",0,FALSE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-05 01:20:21,FALSE,NA,"828050597966385153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabricio050694",64,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-05 01:14:09,FALSE,NA,"828049035042885632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","santoselsonbr",64,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-05 01:11:21,FALSE,NA,"828048333700751360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dinhacamilo",64,TRUE,FALSE,NA,NA
"@costa_rui Parabéns garoto!!!",FALSE,0,"costa_rui",2017-02-05 00:41:19,FALSE,"827963244144889856","828040776093429762","68466700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","duarteeugenio17",0,FALSE,FALSE,NA,NA
"@costa_rui @educacaobahia  Vamos transformar a educação e colocar ela no topo dos índices do IDEB e de qualidade...",FALSE,1,"costa_rui",2017-02-05 00:40:00,FALSE,"827941476793462786","828040444953165824","68466700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prof_BSepulveda",0,FALSE,FALSE,NA,NA
"@Mavsampaio @costa_rui Lindo discurso contra o ódio FACISTA.",FALSE,0,"Mavsampaio",2017-02-05 00:36:42,FALSE,"827898634918297600","828039612362846208","75772981","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luizbarbosanto1",0,FALSE,FALSE,NA,NA
"RT @costa_rui: A Bahia tem talento e a gente quer mostrar pra todo mundo. Apoiamos nossos artistas! https://t.co/UD4ZZ1EyuT",FALSE,0,NA,2017-02-05 00:36:22,FALSE,NA,"828039529323970561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nesmarsilva",5,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-05 00:34:17,FALSE,NA,"828039004922736640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luizbarbosanto1",64,TRUE,FALSE,NA,NA
"RT @nossapolitica_: O Metrô de Salvador - é bom repetir - só andou graças a @jaqueswagner e @costa_rui. Antes só houve desvio, pão e circo…",FALSE,0,NA,2017-02-05 00:12:40,FALSE,NA,"828033565115904000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fernando_Negrao",7,TRUE,FALSE,NA,NA
"O Metrô de Salvador - é bom repetir - só andou graças a @jaqueswagner e @costa_rui. Antes só houve desvio, pão e ci… https://t.co/mKenV2rq1k",FALSE,9,NA,2017-02-05 00:10:20,TRUE,NA,"828032979091980289",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nossapolitica_",7,FALSE,FALSE,NA,NA
"@costa_rui Governador, quando sairá a nomeação dos 15 delegados d policia do conc da PCBA 2013? O SAEB informou q falta o seu OK. #nomeiaRui",FALSE,1,"costa_rui",2017-02-04 23:47:11,FALSE,NA,"828027150469042181","68466700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osvaldodafeira",0,FALSE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 23:13:39,FALSE,NA,"828018711340654592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PauloMe24204987",64,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 22:46:00,FALSE,NA,"828011753007099904",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BeteArantes",64,TRUE,FALSE,NA,NA
"RT @costa_rui: Dever cumprido! Satisfação do povo garantida. #LicínioDeAlmeida https://t.co/ioDFSKLfJV",FALSE,0,NA,2017-02-04 22:18:42,FALSE,NA,"828004883458555904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BartiraMonaco",3,TRUE,FALSE,NA,NA
"RT @costa_rui: Mais uma entrega de obra pra levar água aos baianos. #LicínioDeAlmeida https://t.co/kJP78fal2t",FALSE,0,NA,2017-02-04 22:15:44,FALSE,NA,"828004136528523269",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BartiraMonaco",10,TRUE,FALSE,NA,NA
"RT @costa_rui: Vamos realizar o concurso para 2.000 soldados e 60 oficiais da PM, e 750 soldados e 30 oficiais do Corpo de Bombeiros.",FALSE,0,NA,2017-02-04 22:12:55,FALSE,NA,"828003428861431809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IurdRicardo",8,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 22:12:02,FALSE,NA,"828003207255302144",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","angelinafcoelho",64,TRUE,FALSE,NA,NA
"@costa_rui Os artistas esperam esse apoio",FALSE,0,"costa_rui",2017-02-04 21:41:48,FALSE,"827982867326238720","827995596304814080","68466700","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","reboucasarte",0,FALSE,FALSE,NA,NA
"Retweeted Rui Costa (@costa_rui):

A dedicação dessa turma faz a diferença na educação das crianças.... https://t.co/aLxvJHp8l8",FALSE,0,NA,2017-02-04 21:26:46,FALSE,NA,"827991812790902784",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","dimasroque",0,FALSE,FALSE,NA,NA
"RT @costa_rui: A dedicação dessa turma faz a diferença na educação das crianças.  #LicínioDeAlmeida https://t.co/2aTjQIbzQV",FALSE,0,NA,2017-02-04 21:26:39,FALSE,NA,"827991786832482304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dimasroque",5,TRUE,FALSE,NA,NA
"RT @costa_rui: E o carinho continua! https://t.co/10uDejWtSJ",FALSE,0,NA,2017-02-04 21:22:09,FALSE,NA,"827990653091065858",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edenvaladares",3,TRUE,FALSE,NA,NA
"RT @costa_rui: Quanto mais eu vejo obras prontas, mais determinado eu fico. A crise existe, mas dá pra fazer! #planejamento #LicínioDeAlmei…",FALSE,0,NA,2017-02-04 21:20:53,FALSE,NA,"827990331937415168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","edenvaladares",13,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 21:19:39,FALSE,NA,"827990023127576578",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","morangocomchan",64,TRUE,FALSE,NA,NA
"RT @costa_rui: Educar para Transformar - Um Pacto pela Educação da Bahia! Podemos contar com vc? 
Todos juntos! @educacaobahia",FALSE,0,NA,2017-02-04 21:15:03,FALSE,NA,"827988864878931969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","guy_ferreira",9,TRUE,FALSE,NA,NA
"RT @costa_rui: Educar para Transformar - Um Pacto pela Educação da Bahia! Podemos contar com vc? 
Todos juntos! @educacaobahia",FALSE,0,NA,2017-02-04 20:48:43,FALSE,NA,"827982237811503104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anselmogomes534",9,TRUE,FALSE,NA,NA
"RT @costa_rui: Como fico feliz ao ver nossas crianças trilhando o caminho da educação, recebendo o carinho da família.... https://t.co/qdEx…",FALSE,0,NA,2017-02-04 20:48:37,FALSE,NA,"827982212792451072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anselmogomes534",4,TRUE,FALSE,NA,NA
"RT @costa_rui: A dedicação dessa turma faz a diferença na educação das crianças.  #LicínioDeAlmeida https://t.co/2aTjQIbzQV",FALSE,0,NA,2017-02-04 20:48:32,FALSE,NA,"827982191401504768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anselmogomes534",5,TRUE,FALSE,NA,NA
"RT @costa_rui: Sala de aula preparada pra receber os estudantes! O ano letivo vai começar! https://t.co/m8i4qIYkSM",FALSE,0,NA,2017-02-04 20:48:22,FALSE,NA,"827982148678336512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","anselmogomes534",2,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 20:23:58,FALSE,NA,"827976009488203776",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CoeRejane",64,TRUE,FALSE,NA,NA
"@AfonsoFlorence @costa_rui sou natural de BSB, mas baiano por amor e opção! Esta terra é maravilhosa! Parabéns deputado",FALSE,0,"AfonsoFlorence",2017-02-04 20:22:47,FALSE,"827974565930364929","827975713420673027","599427558","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cafargas",0,FALSE,FALSE,NA,NA
"Com o governador @costa_rui, em #LicinioDeAlmeida, entregamos obras que vão melhorar ainda mais a vida da população… https://t.co/1FCKmilIiN",FALSE,4,NA,2017-02-04 20:18:14,TRUE,NA,"827974565930364929",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AfonsoFlorence",0,FALSE,FALSE,NA,NA
"RT @costa_rui: Educar para Transformar - Um Pacto pela Educação da Bahia! Podemos contar com vc? 
Todos juntos! @educacaobahia",FALSE,0,NA,2017-02-04 20:12:41,FALSE,NA,"827973172154732545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ElisMarina8",9,TRUE,FALSE,NA,NA
"RT @costa_rui: Ampliação de Sistema Integrado de Abastecimento de Água em #LicínioDeAlmeida. @governodabahia https://t.co/1v5Nlr2WAN",FALSE,0,NA,2017-02-04 20:09:34,FALSE,NA,"827972384456052736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",6,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 20:08:45,FALSE,NA,"827972179765686274",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","edithesteticist",64,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 20:07:38,FALSE,NA,"827971901612027904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Robson06091972",64,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 20:07:37,FALSE,NA,"827971896343945216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ikc300",64,TRUE,FALSE,NA,NA
"RT @JChapada: Governador @costa_rui reafirma que entrega de Hospital Regional da Chapada Diamantina será neste semestre - https://t.co/nrNl…",FALSE,0,NA,2017-02-04 20:05:52,FALSE,NA,"827971456810237953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Evandroedf40",8,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 20:05:18,FALSE,NA,"827971313188950017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ernani_neto",64,TRUE,FALSE,NA,NA
"RT @Camilabasouza: @depzeneto Ajude os 15 delegados que restam pra serem nomeados! @costa_rui vai nomear ao todo mais de 700 policiais. fal…",FALSE,0,NA,2017-02-04 19:49:48,FALSE,NA,"827967409936023554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osvaldodafeira",1,TRUE,FALSE,NA,NA
"RT @Camilabasouza: @costa_rui Boa tarde amado Governador! A SAEB sinalizou que só falta o seu aval perante edelvino p/ que os 15 delegados…",FALSE,0,NA,2017-02-04 19:49:39,FALSE,NA,"827967373244243970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osvaldodafeira",1,TRUE,FALSE,NA,NA
"Prefeito de Retirolândia busca junto ao Consisal e Seinfra, o cascalhamento até o Distrito de B… https://t.co/LmvAunmxTd via @costa_rui",FALSE,0,NA,2017-02-04 19:44:40,FALSE,NA,"827966119092813824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","valdemideassis",0,FALSE,FALSE,NA,NA
"@costa_rui um dos melhores governadores da Bahia...Parabéns por lutar pela educação da Bahia!",FALSE,0,"costa_rui",2017-02-04 19:43:02,FALSE,"827963244144889856","827965710605357056","68466700","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Georgtown1",0,FALSE,FALSE,NA,NA
"@palmeriodoria E enrolou todos os soteropolitanos durante 8 anos com o Metrô. Q @costa_rui botou ""nos trilhos"" em 2015.",FALSE,1,"palmeriodoria",2017-02-04 19:39:20,FALSE,"827963699356893184","827964778018635782","163296619","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RitaLelisRL",0,FALSE,FALSE,NA,NA
"RT @costa_rui: Como fico feliz ao ver nossas crianças trilhando o caminho da educação, recebendo o carinho da família.... https://t.co/qdEx…",FALSE,0,NA,2017-02-04 19:37:36,FALSE,NA,"827964341144129537",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marcioncarvalh2",4,TRUE,FALSE,NA,NA
"@costa_rui Boa tarde amado Governador! A SAEB sinalizou que só falta o seu aval perante edelvino p/ que os 15 delegados sejam chamados! ������",FALSE,0,"costa_rui",2017-02-04 19:23:31,FALSE,NA,"827960798513340418","68466700","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Camilabasouza",1,FALSE,FALSE,NA,NA
"RT @costa_rui: Escola Pingo de Gente, em Licínio de Almeida, tem a melhor classificação no Índice de Desenvolvimento da Educação Básica (Id…",FALSE,0,NA,2017-02-04 19:13:42,FALSE,NA,"827958325526532096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",4,TRUE,FALSE,NA,NA
"RT @costa_rui: Qualidade em sala de aula + parceria entre professores, alunos e família. 
Escola Pingo de Gente, #LicínioDeAlmeida https://…",FALSE,0,NA,2017-02-04 19:12:48,FALSE,NA,"827958100401467392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",4,TRUE,FALSE,NA,NA
"RT @costa_rui: A transformação na educação acontece pela participação de todos. https://t.co/pqH3yAvPew",FALSE,0,NA,2017-02-04 19:12:23,FALSE,NA,"827957993635463169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",4,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 19:10:20,FALSE,NA,"827957480072282115",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ProletarioRS",64,TRUE,FALSE,NA,NA
"RT @costa_rui: Muito carinho por aqui! #LicínioDeAlmeida https://t.co/sx4wh2Zvwv",FALSE,0,NA,2017-02-04 19:09:56,FALSE,NA,"827957378830196736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",6,TRUE,FALSE,NA,NA
"RT @costa_rui: Mais uma entrega de obra pra levar água aos baianos. #LicínioDeAlmeida https://t.co/kJP78fal2t",FALSE,0,NA,2017-02-04 19:09:55,FALSE,NA,"827957375676055552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",10,TRUE,FALSE,NA,NA
"RT @costa_rui: Quanto mais eu vejo obras prontas, mais determinado eu fico. A crise existe, mas dá pra fazer! #planejamento #LicínioDeAlmei…",FALSE,0,NA,2017-02-04 19:09:55,FALSE,NA,"827957372744237056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",13,TRUE,FALSE,NA,NA
"RT @costa_rui: Se a família participa de perto da educação, o resultado é garantido.
Escola Pingo de Gente #LicínioDeAlmeida https://t.co/4…",FALSE,0,NA,2017-02-04 19:09:49,FALSE,NA,"827957351437185025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",4,TRUE,FALSE,NA,NA
"RT @costa_rui: Ordem de serviço assinada pra reforma do estádio municipal de Licínio de Almeida. https://t.co/oA9jTblfIa",FALSE,0,NA,2017-02-04 19:09:25,FALSE,NA,"827957247032619012",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",6,TRUE,FALSE,NA,NA
"@depzeneto Ajude os 15 delegados que restam pra serem nomeados! @costa_rui vai nomear ao todo mais de 700 policiais. falta  agnt p completar",FALSE,0,"depzeneto",2017-02-04 19:04:05,FALSE,NA,"827955905211822081","62664968","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Camilabasouza",1,FALSE,FALSE,NA,NA
"RT @costa_rui: A comunidade de Tauape passa a ter água. Ampliamos o sistema de abastecimento.  #LicínioDeAlmeida https://t.co/DhmbbS4soW",FALSE,0,NA,2017-02-04 19:03:38,FALSE,NA,"827955791776907264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",5,TRUE,FALSE,NA,NA
"RT @costa_rui: Educar para Transformar - Um Pacto pela Educação da Bahia! Podemos contar com vc? 
Todos juntos! @educacaobahia",FALSE,0,NA,2017-02-04 19:03:04,FALSE,NA,"827955650495913985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ValdevinoJoseT1",9,TRUE,FALSE,NA,NA
"@costa_rui estamos prontos desde dez/15 aguardando nomeação no concurso da PCBA/2013",FALSE,0,"costa_rui",2017-02-04 18:57:54,FALSE,"827941476793462786","827954351226417153","68466700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osvaldodafeira",0,FALSE,FALSE,NA,NA
"@costa_rui pode contar com os 15 delegados de policia e 16 escrivães para contribuir e somar com a @segurancaBA",FALSE,0,"costa_rui",2017-02-04 18:57:18,FALSE,"827941476793462786","827954199631638529","68466700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osvaldodafeira",0,FALSE,FALSE,NA,NA
"@costa_rui @AfonsoFlorence 15 delegados de policia e 16 escrivães do concurso da PCBA 2013 estão prontos para trabalhar. #nomeiaRui",FALSE,0,"costa_rui",2017-02-04 18:51:09,FALSE,NA,"827952651681853440","68466700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","osvaldodafeira",0,FALSE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 18:48:07,FALSE,NA,"827951887865479169",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MirnaRibeiro1",64,TRUE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 18:34:42,FALSE,NA,"827948510762893312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leopoldofilho1",64,TRUE,FALSE,NA,NA
"@costa_rui tá botando pra lá, governador! É assim que se trabalha! Parabéns!",FALSE,0,"costa_rui",2017-02-04 18:34:29,FALSE,"827897378652950528","827948458317320192","68466700","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","titi10araci",0,FALSE,FALSE,NA,NA
"RT @Mavsampaio: Governador @costa_rui
Orgulho da Bahia do Brasil
Ñ se faz política humilhando e maltratando adversário
Respeitem a democrac…",FALSE,0,NA,2017-02-04 18:33:23,FALSE,NA,"827948179467411456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brasjs",64,TRUE,FALSE,NA,NA
"RT @costa_rui: Educar para Transformar - Um Pacto pela Educação da Bahia! Podemos contar com vc? 
Todos juntos! @educacaobahia",FALSE,0,NA,2017-02-04 18:21:31,FALSE,NA,"827945196419678208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jalfredo14",9,TRUE,FALSE,NA,NA
"RT @costa_rui: Educar para Transformar - Um Pacto pela Educação da Bahia! Podemos contar com vc? 
Todos juntos! @educacaobahia",FALSE,0,NA,2017-02-04 18:21:14,FALSE,NA,"827945121308094465",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josiasgomesba",9,TRUE,FALSE,NA,NA
